HDI Rank,Country,2000,2005,2010,2011,2012,2013,2014
121, Iraq,0,5.6,75.1,80.2,81.6,96.1,94.9
6, Ireland,64.7,102.7,105.2,108.5,107.2,102.8,104.3
18, Israel,73.2,117.5,122.8,122,120.7,122.8,121.5
27, Italy,74.1,121.9,154.8,158.1,159.6,158.8,154.3
99, Jamaica,14.2,73.9,116.1,106.9,98,102.2,102.9
20, Japan,53.1,76,96.8,104.3,110.9,117.6,120.2
80, Jordan,8.2,59.9,102.6,111.2,128.2,141.8,147.8
56, Kazakhstan,1.4,35.8,121.9,156.8,185.8,184.7,168.6
145, Kenya,0.4,12.9,61,66.8,71.2,71.8,73.8
137, Kiribati,0.4,0.7,10.8,13.9,15.9,16.6,17.4
.., Korea (Democratic People's Rep. of),0,0,1.8,4.1,6.9,9.7,11.2
17, Korea (Republic of),58.3,81.5,104.8,107.7,109.4,111,115.5
48, Kuwait,25,60.2,133,157.9,156.9,190.3,218.4
120, Kyrgyzstan,0.2,10.7,98.9,116.2,124.2,121.5,134.5
141, Lao People's Democratic Republic,0.2,11.4,62.6,84,64.7,68.1,67
46, Latvia,16.9,84,110.3,111.4,188.3,228.4,124.2
67, Lebanon,23,24.9,66,77.2,80.8,80.6,88.3
161, Lesotho,1.2,13,49.2,60.7,75.3,86.3,101.9
177, Liberia,0.1,4.9,39.7,49.5,56.8,59.4,73.3
94, Libya,0.8,35.8,180.4,163.8,155.8,165,161.1
13, Liechtenstein,30.2,79.2,98.3,101.6,98.4,104.1,104.3
37, Lithuania,15,132.5,159.4,162.2,165.1,151.3,147
19, Luxembourg,69.5,111.4,143.1,148.2,145.4,148.6,148.4
154, Madagascar,0.4,2.8,36.6,40,39.4,36.9,38.2
173, Malawi,0.4,3.3,20.8,25.6,29.2,32.3,30.5
62, Malaysia,21.9,75.6,119.7,127.5,141.3,144.7,148.8
104, Maldives,2.8,68.4,151.8,159.8,165.6,181.2,189.4
179, Mali,0.1,6.4,53.2,75.1,98.4,129.1,149
37, Malta,28.1,78.1,107.3,122.4,124.4,129.8,127
.., Marshall Islands,0.9,1.3,,,,,29.4
156, Mauritania,0.6,23.7,76.9,89.5,106,102.5,94.2
63, Mauritius,15.2,54.2,96.8,104.8,119.9,123.2,132.3
74, Mexico,13.6,42.6,77.5,79.2,83.4,85.8,82.5
123, Micronesia (Federated States of),0,13.3,26.6,26.7,30.2,30.3,
107, Moldova (Republic of),3.4,28.9,71.4,90.8,102,106,108
.., Monaco,43.4,50.8,63.5,85.3,88.3,93.7,88.5
90, Mongolia,6.4,22.1,92.5,106.8,120.7,124.2,105.1
49, Montenegro,,88.2,188.7,186.8,159.5,159.9,163
126, Morocco,8.2,41.1,101.1,114,120,128.5,131.7
180, Mozambique,0.3,7.2,30.1,32,34.9,48,69.7
148, Myanmar,0,0.3,1.1,2.4,7.1,12.8,49.5
126, Namibia,4.3,22.1,89.5,99,95,118.4,113.8
145, Nepal,0,0.9,34.3,49.2,60.5,76.8,82.5
5, Netherlands,67.8,97.1,115.4,119,118,113.7,116.4
9, New Zealand,40,85.4,107.8,109.2,110.4,105.8,112
125, Nicaragua,1.8,20.5,68.1,81.7,97.7,112,114.6
188, Niger,0,2.5,23.1,28.7,31.4,39.3,44.4
152, Nigeria,0,13.3,54.7,58,66.8,73.3,77.8
1, Norway,71.8,102.8,114.5,115.8,116.1,116.3,116.5
52, Oman,7.4,52.9,164.3,159,159.3,154.6,157.8
147, Pakistan,0.2,8.1,57.3,61.8,67.1,70.1,73.3
60, Palau,,30.4,70.9,75,82.6,85.8,90.6
113," Palestine, State of",0.2,15.9,64.9,70.1,74.3,73.7,72.1
60, Panama,13.4,52,180.7,180.1,163.4,163,158.1
158, Papua New Guinea,0.2,1.2,27.8,34.2,37.8,41,44.9
112, Paraguay,15.3,32,91.7,99.3,101.6,103.7,105.6
84, Peru,4.9,20.1,99.5,109.6,98,98.1,102.9
115, Philippines,8.3,40.5,89,99.1,105.5,104.5,111.2
36, Poland,17.6,76.3,122.9,131.3,141.5,149.1,156.4
43, Portugal,64.7,108.9,115.3,116.4,112.4,113,111.8
32, Qatar,20.4,87.3,125,120.5,126.9,152.6,145.8
52, Romania,11.2,60.4,111.4,107.4,105,105.6,105.9
50, Russian Federation,2.2,83.4,165.5,142,145.3,152.8,155.1
163, Rwanda,0.5,2.4,32.7,39.9,49.7,56.8,64
77, Saint Kitts and Nevis,2.6,103.8,152.8,145.4,141.8,142.1,139.8
89, Saint Lucia,1.6,63.9,111.7,120.8,119.4,116.3,102.6
97, Saint Vincent and the Grenadines,2.2,64.9,120.6,120.5,116.1,114.6,105.2
105, Samoa,1.4,13.3,,,,,55.5
